"id","title","description","cover_image"
"145","Thần Rượu","Câu chuyện kể về Lý Giải Đống, một bậc thầy pha chế đỉnh cao quốc tế được gọi là Thần Rượu, người đã chết say khi mới ba mươi tuổi sau khi thưởng thức rượu ngon thời Hán khai quật được. Sau khi chết, anh bất ngờ tái sinh vào một lục địa Ngũ Hành thần kỳ, hóa thân thành một đứa trẻ ăn xin tên Cơ Động. Ở thế giới này, có một nghề thần kỳ gọi là Âm Dương Ma Sư. Cơ Động kiên quyết trở thành một Âm Dương Ma Sư, tái hiện vinh quang của Thần Rượu trong thế giới sở hữu mười hệ ma kỹ kỳ dị này.","qq-comics/thumbnails/649825.jpg"
"136","Tam Thể","Rất nhiều nhà khoa học chết một cách bí ẩn, hé lộ những biến động bất thường trong giới khoa học Trái Đất. Nhà khoa học nano Vương Miêu bước vào trò chơi mạng bí ẩn ""Tam Thể"", dần dần tiếp cận sự thật của thế giới này. Khi Vương Miêu tham gia một buổi tụ họp người chơi, anh tiếp xúc với một tổ chức bí mật (ETO). Trung tâm tác chiến khu vực Trung Quốc của Tổ chức Phòng vệ Trái Đất bất ngờ bổ nhiệm cảnh sát bị đình chỉ công tác Thị Cường điều tra sự việc. Hai người, dù không đồng tình nhau, bắt đầu cùng đối mặt với biến động lớn của thế giới này...","qq-comics/thumbnails/644646.jpg"
"35","Quái vật đang nói yêu tôi","Tại buổi họp lớp tám năm sau khi tốt nghiệp trung học, Trang Kỳ An lại trở thành mục tiêu bị mọi người chế giễu và khinh bỉ như hồi trung học. Lớp trưởng Giang Ngôn Túc có rất nhiều người theo đuổi, nhưng chỉ có Trang Kỳ An là thờ ơ.
Trang Kỳ An ra ngoài hít thở ở một con hẻm, vài cậu học sinh từng bắt nạt cậu hồi trung học đã đuổi theo. Trang Kỳ An chạy vào một chiếc xe, nhưng phát hiện chủ xe đã chết. Phía sau, một chiếc vuốt kỳ lạ chĩa vào cổ cậu, và cậu nhìn rõ mặt Giang Ngôn Túc trong gương chiếu hậu...","qq-comics/thumbnails/656668.jpg"
"66","Hệ Thống Hậu Tận Thế Của Tôi Bị Sập","Tôi sẽ dùng hệ thống này để thay đổi cuộc đời mình! Gì cơ? Hệ thống tận thế? Hay là bản sập rồi!","qq-comics/thumbnails/656559.jpg"
"174","Đội Điều Tra Vụ Án Bí Ẩn","Nỗi kinh hoàng bắt nguồn từ thực tế... Mười năm trước, tại ký túc xá nữ của một trường y xảy ra một vụ án mạng kỳ lạ. Trái tim nạn nhân bị một ""người"" ăn sống. Thế nhưng không ai nghe thấy tiếng thét nào? Chẳng lẽ thật sự là ma quỷ đang gây rối? Đối mặt với những vụ án siêu nhiên kỳ quái liên tiếp, để tránh gây hoang mang và lo sợ cho người dân, Giám đốc Công an tỉnh đã bí mật ra lệnh thành lập ""Đội Điều Tra Vụ Án Bí Ẩn"" để tiến hành điều tra.","qq-comics/thumbnails/635245.jpg"
"185","Cút đi, bạn thuở nhỏ của mày!","Nếu một ngày, bạn bỗng nhận ra mình đã thích người bạn thuở nhỏ đã gắn bó hơn mười năm, đặc biệt là khi anh ấy vẫn đang dây dưa với bạn gái lâu năm, mối quan hệ lúc gần lúc xa, thì những suy nghĩ ấp ủ bấy lâu trong lòng bắt đầu trỗi dậy. Dường như luôn có hy vọng, nhưng ngay lập tức lại tan vỡ... Trần Minh Dương nghe thấy giọng mình: ""Từ Dương Dật, tôi thích cậu, tôi chết tiệt không muốn làm bạn thuở nhỏ của cậu nữa!""","qq-comics/thumbnails/543850.jpg"
"67","Bác Sĩ và Thiếu Niên Bất Hảo","Hai người tưởng chừng như trời vực cách biệt, lại bị sợi dây đỏ định mệnh gắn kết qua một chiếc điện thoại. Hãy xem họ dùng tấm lòng chân thành phá vỡ rào cản, trình diễn câu chuyện cổ tích đô thị về tình yêu và sự cứu rỗi.","qq-comics/thumbnails/656656.jpg"
"105","Về việc tôi cưỡi xe máy vì không mua được ngựa","Tác phẩm lớn đầu tiên trong nước tập trung vào văn hóa xe máy. Ánh đèn neon phản chiếu giấc mơ, xe máy lao nhanh.","qq-comics/thumbnails/655837.jpg"
"57","Bạn là người may mắn","Hạ Lăng, một học sinh trung học đầy bối rối về tương lai, tình cờ nhận được một chiếc lá từ cây Kiến Mộc của thế giới Đại Hoang cổ đại, và ký kết hợp đồng với hồ ly chín đuôi Hồ Cửu Thanh, từ đó xảy ra một chuỗi câu chuyện.","qq-comics/thumbnails/656935.jpg"
"12","Thư hồi đáp của Kilo Lewis","Triệu Thanh Các X Trần Vãn, Trần Vãn là người khéo léo, đáng tin cậy nhờ làm việc chu đáo tỉ mỉ, đã hòa nhập vào giới. Ở đâu có anh ta, ngay cả độ ẩm trong không khí cũng vừa vặn. Anh ta không mất công mong Triệu Thanh Các thích mình. Trần Vãn không nhận danh không đòi công, Triệu Thanh Các thậm chí không cần biết anh ta là ai. Chỉ cần trong giới nhìn thấy anh ta một hai lần từ xa là đủ.","qq-comics/thumbnails/656760.jpg"
"77","Cửu Tử Long","Một trận thiên tranh loạn, các thần thất bại rút lui, Long Vương bị giam cầm, các tử long rơi rụng, thiên hạ đại loạn. Các tử long tái sinh—Long Nha, mang theo Y Tế Kiếm, bắt đầu hành trình. Chờ đợi cậu là sự cản trở của yêu ma hỗn độn. Làm thế nào để cậu có thể tìm đủ các huynh đệ và cứu thế giới hỗn loạn này?","qq-comics/thumbnails/656618.jpg"
"23","Chị dâu: Tôi thật sự không còn là kẻ ngốc nữa","Giả ngu suốt năm năm, rồi phản công giết sạch kẻ thù để lên đỉnh cao! Một khi lật bài: đến lượt tôi bảo vệ các người suốt đời! Mười người trong nhà bị giết thảm, bảy mỹ nhân nhất định phải gả cho tôi? Chị dâu, tôi không còn là kẻ ngốc nữa!","qq-comics/thumbnails/656568.jpg"
"183","Tôi nghi ngờ bạn thầm thích tôi","Con người trong đời luôn có nhiều ảo giác: điện thoại đột nhiên rung, có người gõ cửa, người kia thầm thích tôi...
Đây là một tập truyện hài hước về thầm thích và hiểu lầm. Bạn sẽ thấy—
1. Tưởng tượng và hiểu lầm: Bạn thầm thích tôi? Không! Tôi chỉ thèm pheromone của bạn thôi;
2. #Cứu tôi với, ông chủ luôn chê bai tôi bỗng nhiên phát triển nhân cách kép, coi tôi như vợ và chỉ muốn ôm ấp tôi, phải làm sao đây?#
Mọi kiểu cặp đôi, đều có trong ""Tôi nghi ngờ bạn thầm thích tôi""","qq-comics/thumbnails/649048.jpg"
"34","Cả vũ trụ đều muốn ôm ấp tôi","Giang Chiêu một ngày bỗng xuyên không đến thời đại liên tinh, nhưng trong thời đại này, tất cả đều được sinh ra qua chỉnh sửa gen, trở thành những thú nhân có sức chiến đấu mạnh mẽ. Tuy nhiên, khuyết điểm của chỉnh sửa gen khiến thú nhân từ khi sinh ra đã bị đe dọa bởi sự bạo động của sức mạnh tinh thần, cuối cùng hoàn toàn bị bản năng thú tính kiểm soát.
Tuy nhiên, Giang Chiêu với tư cách là người cổ đại thuần chủng duy nhất trong vũ trụ, chỉ cần ở gần anh ta, sức mạnh tinh thần sẽ được an ổn và xoa dịu. Giang Chiêu nói: Chẳng phải chỉ là vuốt ve lông mềm mại sao? Tôi làm được mà! Phải không?","qq-comics/thumbnails/656569.jpg"
"27","Chiếu Lệnh Săn Thần","'Lì' hình thành từ tất cả sự tuyệt vọng tiêu cực của con người đã làm ô nhiễm các thần linh. Các thần linh bị ô nhiễm hạ giới chiếm hữu con người gây loạn, lấy tuyệt vọng của con người làm thức ăn.
Phát hiện tình trạng này, tổ chức thuật sĩ đã thành lập Ủy ban Săn Thần để trừ diệt các thần linh gây loạn.","qq-comics/thumbnails/656850.jpg"
"74","Ngày 3 tháng 3","Tôi chưa bao giờ nghĩ rằng lần đầu gặp gỡ dưới gốc cây hoa anh đào ở xứ người với một người đam mê nhiếp ảnh du lịch lại có thể thay đổi cả cuộc đời mình! Những tia lửa tình yêu nảy sinh qua từng lần va chạm khiến tim tôi rung động đến vậy—và người khiến tôi rung động ấy lại cũng là một người đàn ông, giống như tôi!","qq-comics/thumbnails/656638.jpg"
"140","Tàng Phong Hành","[Tập 9 đã phát hành!] Thanh quỷ đao tái xuất, gây loạn võ lâm, kẻ bị chiếm hữu biến thành “Đao Thi”. Thiếu niên đúc kiếm Bùi Liệt bị cuốn vào một âm mưu tinh vi. Cùng với mỹ nhân tri kỷ và huynh đệ sinh tử, họ đối đầu với phản diện xảo quyệt. Liệu họ có thể thành công? [Cập nhật không định kỳ]","qq-comics/thumbnails/638544.jpg"
"155","Trảm Yêu Thành Thần","Cậu bé giao hàng vô tình bước vào thế giới yêu quái, thức tỉnh sức mạnh bán thần và tái sinh từ cõi niết bàn! Cùng với cô em sinh đôi, họ khám phá vùng đất chưa biết, học đạo pháp, rèn thân thể, nhận thú thần, tìm tri âm, truy tìm bí ẩn thân thế, trở thành thần trảm yêu mạnh nhất! Huyền thoại... bắt đầu từ đây!
[Cập nhật đúng giờ vào thứ Năm và Chủ Nhật!]","qq-comics/thumbnails/645987.jpg"
"161","Số 63 Phố Pompeii","Tất cả khách trọ tại số 63 Phố Pompeii đều sẽ chết, bao gồm cả bạn đang đọc cuốn nhật ký này.","qq-comics/thumbnails/642872.jpg"
"135","Kiếm Ý Hóa Hình","Một họa sĩ 3D 28 tuổi với 40 năm kinh nghiệm làm việc tái sinh vào thế giới huyền ảo của kiếm tu và cơ giáp...
Liên kết hệ thống đúc kiếm, tải bản đồ kiếm dị giới, vừa hack vừa sinh tồn.
Không còn cách nào khác, trong thế giới này, dù là đúc kiếm hay hóa hình, đối với một họa sĩ 3D mà nói, thật sự quá đơn giản...","qq-comics/thumbnails/653301.jpg"
"24","Tôi, Nông Dân, Trồng Trọt Xác Sống","Nông dân cấp tối đa Lâm Phong trong lúc làm ruộng tình cờ gặp phải cuộc nổi loạn của nghề truyền thừa Pháp Sư Xác Sống. Trong lúc nguy cấp, anh bất ngờ phản kích giết chết Pháp Sư Xác Sống và nhận được nghề thứ hai, có khả năng trồng trọt xác sống. Từ đó, anh bắt đầu cuộc đời vượt lên, tiến tới đỉnh cao.","qq-comics/thumbnails/657046.jpg"
"25","Biệt Bảo Quái Sự Lục","Trên thế gian, những nơi núi non sông nước thanh tú, phong thủy tuyệt hảo thường chứa ""Thiên Linh Địa Bảo"", được ma quỷ thần linh canh giữ. Nếu tùy tiện động chạm sẽ mang đến tai họa diệt vong! Nhưng từ xưa đã có một nhóm người ngoài phái Bát Hành Đạo, chuyên dùng phương pháp đặc biệt để thu thập Thiên Linh Địa Bảo. Dân gian gọi họ là—Người Biệt Bảo. Tác phẩm này sẽ theo góc nhìn của người Biệt Bảo bí ẩn ""Trương Dương"", dẫn mọi người bước vào những truyền thuyết dân gian không thể giải thích trong rừng sâu Đông Bắc, Bồ Tát xương người ở sâu trong Đại Hưng An Lĩnh, và di tích của tộc Cửu Di.","qq-comics/thumbnails/657184.jpg"
"26","Cuộc Sống Hậu Tận Thế Hoàn Hảo Của Tôi","Một giấc ngủ dậy, Mạnh Tự phát hiện mình đã kích hoạt Hệ Thống Cuộc Sống Hoàn Hảo, sắp được thăng chức tăng lương, bước lên đỉnh cao cuộc đời?
Nhưng khi anh kéo rèm cửa ra, anh choáng váng... Đây là chỗ nào vậy? Mới mở khóa hệ thống hàng ngày, thì tận thế đã đến!","qq-comics/thumbnails/656676.jpg"
"120","Truyền Thuyết Gió Biển","Nam chính Vic, người sống cùng với rồng khổng lồ, trong lúc chạy trốn đã được nữ chính Eve cứu trên biển. Eve cũng là “dân tự do” sống cùng với quái vật biển khổng lồ. Kẻ truy đuổi vẫn đang tiến sát từng bước. Hai người vốn sống tách biệt cùng bạn khổng lồ sẽ lựa chọn thế nào? Liệu có thể thoát khỏi tai họa?","qq-comics/thumbnails/655404.jpg"
"109","Sơn Hải Lục Địa","Du hành đến Sơn Hải Lục Địa, thu thập những quái vật Sơn Hải kỳ diệu và đa dạng, thuần phục chúng để giúp mình chiến đấu, xây dựng, làm nông, sản xuất công nghiệp, v.v., xây dựng tổ ấm của riêng mình. Nhân vật chính là một lập trình viên trước đây, qua hệ thống sẽ tạo ra thế giới như thế nào?","qq-comics/thumbnails/655768.jpg"
"16","Bác Sĩ Quái Vật","Cập nhật vào ngày 1 các tháng lẻ, và ngày 1 và 15 các tháng chẵn.
Trong một quán bar ở thị trấn biên giới, một bác sĩ đang cứu chữa bệnh nhân ngừng tim, nhưng bị một người nước ngoài kỳ lạ tự xưng là Bác Sĩ Quái Vật ngăn lại. Trong khi đó, ở biên giới, một căn bệnh kỳ lạ đang âm thầm lan rộng...
Trong thế giới nơi con người và các quái vật thiết lập trật tự cùng tồn tại, câu chuyện y học kỳ ảo của Bác Sĩ Quái Vật, người nắm vững kiến thức về sinh lý quái vật, bắt đầu.","qq-comics/thumbnails/657203.jpg"
"43","Tiến Hóa Thú Dưỡng","Chim Sao Bình Minh bay lượn giữa bầu trời xanh và mây trắng, Báo Mây Bóng Tốc truy kích săn mồi trên thảo nguyên bao la, Trăn Khổng Lồ Ăn Mòn ẩn mình trong rừng mưa loang lổ, và Long Băng Trắng khuấy động sóng dưới đại dương sâu thẳm xanh thẫm. Lâm Viễn phát hiện mình có thể khiến linh vật tiến hóa vô hạn, không ngừng tinh luyện huyết mạch.
Bướm Bụi — Bướm Thép — Bướm Ngọc Bích — Bướm Hoàng Tourmaline. Đây là một thế giới thuần túy của Thú Dưỡng Sư.
Chuyển thể từ tiểu thuyết ""Tiến Hóa Thú Dưỡng Thương"" trên trang sáng tác Chuangshi thuộc Tập đoàn Yuewen, tác giả gốc: Hổ Phách Nút Áo","qq-comics/thumbnails/656990.jpg"
"139","Tẩu Quỷ Lục","[Độc quyền / Cập nhật mỗi thứ Hai]
Thang máy, phòng ngủ, con đường nhỏ... mọi cảnh bạn có thể nghĩ đến đều đang diễn ra những sự kiện kinh hoàng khó tin. Cuộc sống khó đoán, đời người quái dị; tất cả những chi tiết rùng rợn trong truyện đều lấy cảm hứng từ những khám phá hàng ngày của tác giả.
Dùng bút vẽ nỗi ""sợ hãi"" chân thực, bạn đã sợ chưa?","qq-comics/thumbnails/650760.jpg"
"154","Áo La Tinh · Vũ Trụ Song Song","Trong thế giới game, anh ấy là bậc thầy sử dụng đủ loại tinh linh để chiến đấu, đứng đầu bảng xếp hạng suốt nhiều năm với danh hiệu ""Số Một Thiên Hạ""; trong thế giới thực, anh ấy là người thấp nhất trong mọi chuỗi khinh bỉ, lặng lẽ thầm thương trộm nhớ nữ thần học đường với danh hiệu ""Chót Bảng""; một ngày nọ, hai thế giới này bắt đầu giao thoa. Cái nào là thật, cái nào là giả?","qq-comics/thumbnails/635061.jpg"
"123","Tiểu Tiên Sư Xù Lông","Trong một ngôi đền đạo cổ xưa, có một tiểu đạo sĩ, người bất ngờ trở thành hiện tượng mạng. Sau đó, cậu chọn xuống núi tu luyện và trải nghiệm, dùng thực tế để thấu hiểu sâu sắc đạo học, đồng thời truyền bá văn hóa truyền thống Trung Hoa. Tiểu đạo sĩ khoác ba lô lên vai, bắt đầu hành trình tu luyện. Cậu vượt qua núi non, trong quá trình đó kết bạn với nhóm bạn đồng chí hướng. Họ cùng nhau giúp đỡ, vượt núi, qua biển, học về di sản phi vật thể, tìm hiểu văn hóa lịch sử.","qq-comics/thumbnails/655447.jpg"
"86","Tuyết Đông Chưa Tan","Khi gặp anh vào đêm đông, chỉ còn lại tiếng tim đập và tiếng tuyết rơi. Tối nay mình có thể mơ thấy anh nữa không?","qq-comics/thumbnails/656354.jpg"
"75","Miên Sơn","Sâu trong vùng Miaojiang bí ẩn, thần núi gặp gỡ một cô gái trẻ. Đó là mối ràng buộc từ kiếp trước và cũng là sự lưu luyến trong kiếp này—","qq-comics/thumbnails/656628.jpg"
"144","Bạn Gái Thế Giới Linh Hồn Của Tôi","[Độc quyền / Cập nhật mỗi thứ Bảy]
Học sinh trung học Diệp Lam nhận được khả năng bị ma quỷ nhập, cuộc sống cũng trở nên kịch tính: trả thù cho yêu linh loli, truy đuổi thiên ma ngự tỷ, cùng chiến đấu bên cạnh kiếm tiên điển trai... Cuộc phiêu lưu đầy hiểm nguy này luôn có mỹ nhân đồng hành. Cảm giác, khá ổn đấy chứ?!","qq-comics/thumbnails/648222.jpg"
"184","Tôi Dựa Vào Công Nghệ Tu Tiên Thành Thánh","Lâm Đình là một nhân viên bảo trì cấp thấp trong thế giới tương lai, chuyên sửa chữa robot sinh học. Thỉnh thoảng anh ta còn lén lút lắp ráp người sinh học không có giấy chứng nhận để bán. Có một lần giúp bạn mạng đặt làm một con robot tình dục, không ngờ ngoại hình của con robot nữ đó lại chính là tình nhân của trùm xã hội đen ngầm tên Vương Lão Đại. Khi sự việc bị phát giác, xã hội đen đã bắt Lâm Đình, để trừng phạt anh ta, họ ép buộc chuyển ý thức của anh vào thân thể con robot nữ đó...","qq-comics/thumbnails/651702.jpg"
"146","Bất Biến Đen Trắng","Truyền thuyết nói rằng khi mạng người đã hết, cần phải chặt đứt hết nhân duyên tình yêu kiếp trước, do hai sứ giả Bất Biến Đen Trắng dẫn dắt, mới có thể bước vào luân hồi. Nhưng tình yêu say đắm khắc sâu trong tim, khắc ghi trong xương cốt, đâu dễ dàng buông bỏ. Khi tình yêu trải qua sự rửa trôi của thời gian, thứ còn lại là tình yêu vẫn tinh khiết hay chỉ là đống đổ nát đầy vết thương?","qq-comics/thumbnails/634749.jpg"
"165","Ma Vương Đại Trưởng Quản","Mùa hè khởi động lại! Truyền thuyết nói Ma Tôn phóng đãng vô độ. Truyền thuyết nói Ma Tôn thích giết người không gớm tay. Nhưng truyền thuyết chưa bao giờ nói, Ma Tôn... là một người phụ nữ. Khi Ma Tôn chuyển thế tái sinh đến nhân gian, đối mặt với đủ thứ quy tắc và ràng buộc, nàng nói: “Ta cả đời phóng túng tự do yêu mỹ nhân, quy tắc là gì, ăn được không?”","qq-comics/thumbnails/647872.jpg"
"38","Không Phải Tiên Bay Từ Trời Xuống","Người tu tiên Yigen Qing (nam chính) tu luyện thất bại, vô tình lạc vào thế giới liên sao. Cùng với nữ chính Alex và đội trưởng đội vệ binh Lei, họ bị một sinh vật bí ẩn khổng lồ và mờ ảo nuốt chửng. Ba người tỉnh dậy trong một nơi giống nhà tù, phát hiện có rất nhiều người kỳ quái bị giam giữ ở đó. Để trốn thoát, họ hợp tác với một robot biến thái, người sử dụng năng lực niệm điên cuồng tìm cảm giác mạnh Yilin, và Torbi, người tự kỷ xã hội nhưng phòng thủ rất mạnh. Trong mâu thuẫn và xung đột, họ bắt đầu kế hoạch ""đào tẩu"" không đáng tin cậy.","qq-comics/thumbnails/656774.jpg"
"141","Bố Bạo Quân Cưng Chiều Tiểu Yêu Thương","Để kiềm chế bạo quân, tiểu cá may mắn thần tiên đã hạ phàm thành công chúa duy nhất của Đại Tề quốc, Cố Nặc Nhi, từ đó bước vào con đường được bố và các anh trai cưng chiều. Ai ngờ cậu bé mà cô ""nhận nuôi"" lại mạnh mẽ tuyên bố chủ quyền, và dường như còn giấu những bí mật không ai biết. Dạ Tư Minh: Cố Nặc Nhi, em là của anh. Ngoài anh ra, trong mắt em không nên có ai khác. Cứu mạng! Bé Nặc Nặc liệu có thoát khỏi móng vuốt của cậu bé không?","qq-comics/thumbnails/652533.jpg"
"97","Hợp Đồng Thép","""Joan từ lớp trọng điểm của Học viện Chiến Giáp, không qua bài kiểm tra phù hợp Chiến Giáp, bị giáng cấp xuống lớp hậu cần của Viện Ngoại.""
Ba trăm năm sau tận thế, thế giới loài người trở nên tan vỡ. Thanh niên mang trên vai món nợ khổng lồ Joan, bất ngờ phát hiện mình đã ký kết hợp đồng với không chỉ một bộ Chiến Giáp đỉnh cao.
""Đen hay trắng, cậu chọn cái nào?"" ""Tôi muốn cả hai!""
Nắm trong tay Chiến Giáp mạnh nhất, kiếm tiền không phải chuyện dễ dàng.
""Cứu thế giới? Không đi, không liên quan đến tôi.""
""Gì cơ? Xóa hết nợ? Này, đợi đã!""","qq-comics/thumbnails/656058.jpg"
"79","Ác Ma Là Thực Tập Sinh","Hắn, Lộ Tư Pháp, là Đại Ma Vương vô địch trong Ma Giới, từng bất bại trong các trận chiến cổ đại, ai cũng khiếp sợ, cúi đầu thần phục. Nhưng giờ đây, bước vào thời hiện đại, sau bao nhiêu năm sống sót, Lộ Tư Pháp lại trở thành một gã lười biếng, vô dụng trong mắt cháu trai... Thật là một sự nhục nhã! Nghe nói cháu trai gần đây mê mẩn một chương trình tuyển chọn có tên Idol Thực Tập Sinh? Tốt lắm, danh hiệu thực tập sinh mạnh nhất nhất định phải thuộc về hắn — bảo vật của Đại Ma Vương Lộ Tư Pháp ngày trước.","qq-comics/thumbnails/656614.jpg"
"176","Nhanh lên, cho động vật vào tủ lạnh","""Đôi khi, điều chúng ta nên suy nghĩ không phải là đúng sai trắng đen của thế giới này."" Một chú gấu trúc đen trắng bất ngờ lè lưỡi đỏ của mình, và từ đó, thế giới truyện tranh đen trắng này ra đời. Ở đây sống những chú gấu trúc vừa dễ thương, vừa láu cá, vừa nghịch ngợm; cáo thẳng thắn như thép; nhím luôn trong trạng thái tán gái; cùng đủ loại động vật lạnh lùng nhưng ngố tàu...","qq-comics/thumbnails/627953.jpg"
"142","Tụng Rượu","Hán Tín bá đạo cướp rừng của tôi, xin hỗ trợ! Kết thúc rồi, tạm biệt~ Truyện tu tiên mới ""Đoạt Thiên Khuyết"" đang chờ bạn đến vuốt mèo~ Tác phẩm hài mới ""Tôi Chỉ Muốn Phóng Khoáng"" đã lên sóng!","qq-comics/thumbnails/626434.jpg"
"39","Kim Đan là ngôi sao, mà cậu gọi đây là tu tiên sao?","Người ta dắt thú cưng thì toàn linh thú hoặc kẻ liếm, còn tôi, Tề Nguyên, thì dắt theo một con dao bếp.
Người trong môn phái nhìn thấy đều nghĩ tôi bị điên, nhưng không ngờ đôi mắt tôi có thể nhìn thấy thông tin ẩn trên người họ.
Xuyên không đến thế giới tu chân này, tôi phát hiện tất cả công pháp xây dựng căn cơ đều biến người tu thành nguyên liệu cho một thực thể nào đó. Vậy nên để xây dựng căn cơ, tôi tự sáng tạo công pháp, thu thập linh vật, chỉ vì Thiên Đạo Căn Cơ!","qq-comics/thumbnails/656893.jpg"
"88","Lượng Tử Huyễn Tưởng - Sự Trỗi Dậy của Bác Ưu Ưu","Một thế giới khác, liệu có thật sự tồn tại một bản thân khác?
Sinh ra từ thế giới song song, tinh linh lượng tử—Quả Tử Tử, mang theo bí mật của vũ trụ lượng tử, xuyên không đến Trái Đất tìm gặp nhà thiết kế game A Nhân, chỉ dẫn anh đánh thức những đồng bạn tinh linh đã mất.
Trên hành trình xuyên không gian năm chiều, tìm kiếm bí ẩn tối thượng của vũ trụ, sự thật về thế giới song song liệu có được hé lộ từng phần...","qq-comics/thumbnails/656300.jpg"
"169","Cuối cùng cũng sống chung với anti chuyên nghiệp","Cuộc sống chung 'yêu thương nhau' của idol và anti chuyên nghiệp, cập nhật mỗi thứ Tư~","qq-comics/thumbnails/628041.jpg"
"61","Quẻ Khảm Ly","Cậu bé Khảm Hành không biết đạo thuật, dẫn theo cô gái đạo sĩ thiên tài Ly Ly đến một cửa hàng trốn thoát kỳ lạ, tìm kiếm chị gái mất tích. Nhưng tà ma trong cửa hàng này vượt xa sự nhận thức của họ.
Mọi thứ dường như ám chỉ rằng, phía sau khuôn mặt chính nghĩa của đạo sĩ, có một mặt tối chưa ai biết đến. Hai người trẻ cũng lần đầu tiếp xúc với tâm tư phức tạp đến vậy.","qq-comics/thumbnails/656719.jpg"
"68","Yếu Tố Giáp EM7","Tân tốt nghiệp của Học viện Siêu Cảnh, Khôi Tử, được phân công vào một đội siêu cảnh gọi là EM7. Đội này thường thực hiện nhiệm vụ điều tra và thâm nhập các không gian méo mó xuất hiện khắp thế giới, đồng thời chỉnh sửa lại những không gian méo mó đó. Những không gian méo mó đáng sợ được chỉnh sửa nhờ vào 7 sứ giả Yếu Tố Giáp mạnh mẽ của đội siêu cảnh. Tân binh Khôi Tử khoác lên mình “Giáp Bóng Tối” trở thành thế hệ mới của sứ giả Yếu Tố Giáp, cùng các tiền bối chiến đấu và trưởng thành.","qq-comics/thumbnails/656649.jpg"
"1","Tái sinh trong thế giới Thủy Hử: Võ Đại Lang mạnh nhất","Thanh niên hiện đại Võ Trực xuyên không vào thế giới Thủy Hử, hoán đổi thân xác với Võ Đại Lang, mưu trí đấu với Tây Môn Khánh, dùng năng lực tiên tri để thu phục các anh hùng. (Cập nhật mỗi thứ Tư và thứ Sáu)","qq-comics/thumbnails/656856.jpg"
"134","Linh Hư Du Ký","Một tông môn ẩn thế—chàng trai trẻ ở Linh Hư Sơn lên đường tìm kiếm kỳ lân truyền thuyết, bước chân vào thế giới hỗn loạn chiến tranh không ngừng, yêu ma ngang dọc, du ngoạn khắp thiên hạ...","qq-comics/thumbnails/650452.jpg"
"163","Ái Dục Cửu Thiên","Một nữ diễn viên hạng 18 bỗng chốc mang trong mình sức mạnh thần thánh, xuyên không về thời cổ đại hoang dã. Hơn nữa, còn có thánh nhân trực tiếp đóng dấu, tuyên bố cô là “Chủ nhân Ái Dục”, địa vị vô cùng tôn quý. Cửu Âm cảm thấy làm người giỏi thật tuyệt, nếu không phải dụ dỗ đạo tâm thánh nhân, không có nhiều thần, yêu cố gắng chinh phục sức mạnh thần thánh trên người cô thì càng tốt.
Những người đàn ông đứng sau Cửu Âm: Nguyện được một lòng người, bạc đầu không rời.
Cửu Âm: Wi-Fi, tủ lạnh, máy giặt.
Đàn ông: ?????","qq-comics/thumbnails/653481.jpg"
"121","Dị Độ Thâm Uyên - Trọng Khởi Kỷ Nguyên","Vĩnh Sinh là một đứa trẻ mồ côi, lớn lên bằng cách ăn nhờ ở đậu tại Thành Phố Mơ Ước. Sau khi nhà cửa bị phá hủy và những người thân thiết nhất bị tổn thương, cậu biết được sự thật về thế giới. Dưới sự dẫn dắt của Mộ Thanh, cậu thức tỉnh sức mạnh tiềm ẩn. Sau đó, để không để nhiều người hơn bị tổn thương và bảo vệ những người quý giá bên cạnh, cậu gia nhập Trừ Niễm Giả, bắt đầu con đường phản kháng, dần dần tìm lại ký ức đã mất, nhiều lần phá vỡ sự thống trị của bóng tối, cuối cùng giúp nhân loại giành được tự do.","qq-comics/thumbnails/654840.jpg"
"153","Tôi Sống Chung Với Ảnh Đế","Do vướng vào tranh chấp nội bộ giữa các đại gia trong giới giải trí, siêu sao Tưởng Kỳ gặp tai nạn xe và trở thành thực vật, linh hồn rời khỏi thân xác. Anh gặp Tiêu Thác, tân binh cùng công ty duy nhất có thể nhìn thấy linh thể của anh. Cặp đôi cùng nhau dũng cảm bước vào giới giải trí. Cập nhật vào thứ Sáu hàng tuần.","qq-comics/thumbnails/633902.jpg"
"125","Test Comic 1 VI","Test description VI",""
"28","Hoàng Thiên Đế Hạ Thế: Thời Mạt Thế Ta Độc Tôn","Diệp Tiểu Phong tỉnh giấc sau cơn ác mộng, phát hiện mình tái sinh trở về ngày trước khi tận thế đến. Kiếp trước, sau đêm Nguyệt Huyết, anh trải qua tận thế tuyệt vọng với xác sống hoành hành, nền văn minh sụp đổ, cuối cùng bị người thương Lưu Như Yên phản bội, thảm tử dưới nanh vuốt xác sống. Giờ đây, anh quyết tâm đảo ngược số mệnh, không để lặp lại bi kịch. Đang lúc anh lên kế hoạch đối phó thảm họa sắp tới, một luồng sức mạnh bí ẩn bỗng thức tỉnh trong người—thần thức của Hoàng Thiên Đế. Thần tồn vĩ đại truyền thuyết này đã chọn Diệp Tiểu Phong làm","qq-comics/thumbnails/657142.jpg"
